Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Price ($),Engine_Cylinder,Engine_Horsepower,City MPG,Highway MPG,Popularity,Market_Category,Gas_Types,Engine,Transmission,Color,Dealer_No,Body Style,Phone,Dealer_Region
C_CND_017886,9/6/2023,Marie,Male,2300000,Star Enterprises Inc,Mitsubishi,Diamante,49001,6,218,17,23,436,"Hatchback,Performance",regular unleaded,Overhead Camshaft,Manual,Black,99301-3882,Hatchback,7629022,Pasco
C_CND_017887,9/6/2023,Luca,Female,792000,Suburban Ford,Audi,A6,15001,6,172,16,22,3105,Luxury,regular unleaded,Overhead Camshaft,Manual,Black,53546-9427,SUV,7352438,Janesville
C_CND_017888,9/6/2023,Augustine,Male,13500,Tri-State Mack Inc,Nissan,Sentra,16001,4,115,26,36,2009,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,85257-3102,Passenger,7450820,Scottsdale
C_CND_017889,9/6/2023,Antony,Female,340000,U-Haul CO,Saturn,LS,45001,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Pale White,78758-7841,Sedan,8966434,Austin
C_CND_017890,9/6/2023,Loris,Male,13500,Buddy Storbeck's Diesel Service Inc,Plymouth,Neon,27001,4,100,22,29,535,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,SUV,8545725,Middletown
C_CND_017891,9/6/2023,Manon,Female,13500,C & M Motors Inc,Acura,RL,17001,6,225,17,27,204,Luxury,premium unleaded (required),Overhead Camshaft,Manual,Pale White,60504-7114,SUV,7725277,Aurora
C_CND_017892,9/6/2023,Lilou,Male,13500,Capitol KIA,Toyota,Sienna,16001,6,270,17,23,2031,N/A,regular unleaded,Overhead Camshaft,Manual,Black,38701-8047,Passenger,8176456,Greenville
C_CND_017893,9/6/2023,Samuel,Male,13500,Chrysler of Tri-Cities,Toyota,Corolla,41001,6,270,17,23,2031,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,99301-3882,Passenger,8759762,Pasco
C_CND_017894,9/6/2023,Yael,Male,1050000,Scrivener Performance Engineering,Ford,Explorer,41000,6,135,16,22,5657,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,38701-8047,Hatchback,8672283,Greenville
C_CND_017895,9/6/2023,Yasmin,Male,13500,Star Enterprises Inc,Cadillac,DeVille,22000,8,200,14,20,1624,"Luxury,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,99301-3882,SUV,7927506,Pasco
C_CND_017896,9/6/2023,Samantha,Male,13500,Race Car Help,Subaru,Forester,22000,6,250,16,21,640,Crossover,premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Black,78758-7841,SUV,8208934,Austin
C_CND_017897,9/6/2023,Yides,Male,13500,Tri-State Mack Inc,Lexus,LS400,69000,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,Overhead Camshaft,Manual,Black,85257-3102,Sedan,8362453,Scottsdale
C_CND_017898,9/6/2023,Yitty,Male,1320000,U-Haul CO,Oldsmobile,Silhouette,60000,4,150,20,30,26,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,78758-7841,Sedan,7149221,Austin
C_CND_017899,9/6/2023,Yocheved,Male,13500,Buddy Storbeck's Diesel Service Inc,Ford,Escort,11000,6,135,16,22,5657,N/A,regular unleaded,Overhead Camshaft,Manual,Black,06457-3834,Passenger,6219553,Middletown
C_CND_017900,9/6/2023,Zelda,Female,482500,C & M Motors Inc,Mercury,Sable,39500,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Red,60504-7114,Sedan,8298084,Aurora
C_CND_017901,9/6/2023,Zissy,Male,13500,Capitol KIA,Ford,Explorer,42000,6,135,16,22,5657,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,38701-8047,Hatchback,6393321,Greenville
C_CND_017902,9/6/2023,Arvin,Male,1405000,Buddy Storbeck's Diesel Service Inc,Acura,RL,17500,6,225,17,27,204,Luxury,premium unleaded (required),Overhead Camshaft,Manual,Red,06457-3834,SUV,8766107,Middletown
C_CND_017903,9/6/2023,Aryan,Male,2102000,C & M Motors Inc,Chrysler,LHS,26200,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Black,60504-7114,Hatchback,8836470,Aurora
C_CND_017904,9/6/2023,Asher,Male,13500,Capitol KIA,Lincoln,Continental,18000,8,302,12,17,61,Luxury,premium unleaded (required),Overhead Camshaft,Manual,Black,38701-8047,Passenger,6463262,Greenville
C_CND_017905,9/6/2023,Austin,Male,435000,Chrysler of Tri-Cities,Nissan,Xterra,9000,4,115,26,36,2009,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,99301-3882,Passenger,6105435,Pasco
C_CND_017906,9/6/2023,Daniela,Female,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Volkswagen,Golf,18000,4,170,24,32,873,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,99301-3882,SUV,7571107,Pasco
C_CND_017907,9/6/2023,Ayan,Female,700000,Classic Chevy,Ford,F-Series,13000,6,135,16,22,5657,N/A,regular unleaded,Overhead Camshaft,Manual,Red,85257-3102,Passenger,8025810,Scottsdale
C_CND_017908,9/6/2023,Ayden,Male,13500,Clay Johnson Auto Sales,Jeep,Grand Cherokee,21000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Red,78758-7841,SUV,6555548,Austin
C_CND_017909,9/6/2023,Azaan,Male,555000,Diehl Motor CO Inc,Honda,Accord,14000,6,271,17,25,2202,"Crossover,Hatchback",regular unleaded,Overhead Camshaft,Manual,Red,06457-3834,Sedan,6344060,Middletown
C_CND_017910,9/6/2023,Nicholas,Male,491000,Ryder Truck Rental and Leasing,BMW,528i,31000,6,300,19,28,3916,"Hatchback,Luxury",premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Black,06457-3834,SUV,6716152,Middletown
C_CND_017911,9/6/2023,Nicolas,Male,540000,Saab-Belle Dodge,Toyota,Celica,31000,6,270,17,23,2031,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,60504-7114,SUV,8530407,Aurora
C_CND_017912,9/6/2023,Noelle,Male,1601000,Scrivener Performance Engineering,Subaru,Forester,22100,6,250,16,21,640,Crossover,premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Black,38701-8047,SUV,7263257,Greenville
C_CND_017913,9/6/2023,Olive,Male,13500,Tri-State Mack Inc,Chrysler,Concorde,18000,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),Overhead Camshaft,Manual,Black,85257-3102,SUV,6040081,Scottsdale
C_CND_017914,9/6/2023,Penelope,Male,793000,Ryder Truck Rental and Leasing,Dodge,Ram Pickup,16000,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),Overhead Camshaft,Manual,Pale White,06457-3834,SUV,8855397,Middletown
C_CND_017915,9/6/2023,Omari,Male,1105000,Tri-State Mack Inc,Audi,A8,44500,6,172,16,22,3105,Luxury,regular unleaded,Overhead Camshaft,Manual,Black,85257-3102,Passenger,6458941,Scottsdale
C_CND_017916,9/6/2023,Ousmane,Male,841000,U-Haul CO,Volkswagen,Passat,20000,4,170,24,32,873,N/A,regular unleaded,Overhead Camshaft,Manual,Red,78758-7841,Hatchback,6874331,Austin
C_CND_017917,9/6/2023,Patrick,Male,528500,Buddy Storbeck's Diesel Service Inc,Audi,A6,42500,6,172,16,22,3105,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,SUV,8375450,Middletown
C_CND_017918,9/6/2023,Tenzin,Male,2200000,Motor Vehicle Branch Office,Dodge,Intrepid,31000,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Red,78758-7841,Sedan,7098464,Janesville
C_CND_017919,9/6/2023,Gia,Male,13500,Star Enterprises Inc,Chevrolet,Prizm,16000,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Black,99301-3882,SUV,8620778,Pasco
C_CND_017920,9/6/2023,Vanessa,Male,1325000,Pars Auto Sales,Volkswagen,Cabrio,16500,4,170,24,32,873,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,38701-8047,Sedan,7611922,Austin
C_CND_017921,9/6/2023,Vicky,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Lincoln,Town car,18000,8,302,12,17,61,Luxury,premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Pale White,99301-3882,Hatchback,6629158,Middletown
C_CND_017922,9/6/2023,Victoria,Male,930000,Progressive Shippers Cooperative Association No,Ford,Explorer,22000,6,135,16,22,5657,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,53546-9427,Hatchback,7136637,Aurora
C_CND_017923,9/6/2023,Vivian,Male,640000,Rabun Used Car Sales,Honda,Accord,21000,6,271,17,25,2202,"Crossover,Hatchback",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,85257-3102,Sedan,6369107,Greenville
C_CND_017924,9/6/2023,Winnie,Male,13500,Race Car Help,Ford,Taurus,22000,6,135,16,22,5657,N/A,regular unleaded,Overhead Camshaft,Manual,Red,78758-7841,SUV,6336375,Pasco
C_CND_017925,9/6/2023,Zahra,Male,745000,Ryder Truck Rental and Leasing,Chevrolet,Metro,19000,6,190,15,21,1385,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Passenger,7727422,Janesville
C_CND_017926,9/8/2023,Benjamin,Male,930000,Chrysler Plymouth,Toyota,Camry,31001,6,270,17,23,2031,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,53546-9427,Hatchback,8987152,Janesville
C_CND_017927,9/8/2023,Hedi,Female,520000,Classic Chevy,Dodge,Viper,25001,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Pale White,85257-3102,SUV,8091383,Scottsdale
C_CND_017928,9/8/2023,Alexis,Male,600000,Clay Johnson Auto Sales,Mercedes-B,SLK230,33001,4,130,18,26,617,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,78758-7841,Hatchback,7177135,Austin
C_CND_017929,9/8/2023,Sophie,Male,460000,Diehl Motor CO Inc,Jeep,Grand Cherokee,36001,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,SUV,7836757,Middletown
C_CND_017930,9/8/2023,Riley,Male,1775000,Race Car Help,Cadillac,Seville,44500,8,200,14,20,1624,"Luxury,Performance",regular unleaded,Overhead Camshaft,Manual,Black,78758-7841,SUV,7972035,Austin
C_CND_017931,9/8/2023,Lea,Male,785000,Gartner Buick Hyundai Saab,Hyundai,Elantra,26001,4,138,27,37,1439,Hatchback,regular unleaded,Overhead Camshaft,Manual,Pale White,38701-8047,Sedan,7173561,Greenville
C_CND_017932,9/8/2023,Camille,Male,737000,Hatfield Volkswagen,Ford,Windstar,31001,6,135,16,22,5657,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,99301-3882,Sedan,8364117,Pasco
C_CND_017933,9/8/2023,Maxime,Male,703000,Tri-State Mack Inc,Mercedes-B,M-Class,41000,4,130,18,26,617,Luxury,regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,SUV,7979221,Austin
C_CND_017934,9/8/2023,Miriam,Male,13500,Pars Auto Sales,Nissan,Pathfinder,21000,4,115,26,36,2009,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,38701-8047,SUV,8890802,Greenville
C_CND_017935,9/8/2023,Deborah,Female,360000,Motor Vehicle Branch Office,Mercury,Mystique,9001,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Black,78758-7841,Passenger,6329108,Austin
C_CND_017936,9/8/2023,Justine,Male,13500,Nebo Chevrolet,Ford,Explorer,41001,6,135,16,22,5657,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,06457-3834,Hatchback,8777979,Middletown
C_CND_017937,9/8/2023,Henry,Male,970000,Diehl Motor CO Inc,Toyota,Tacoma,53000,6,270,17,23,2031,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,SUV,6167231,Middletown
C_CND_017938,9/8/2023,Kiara,Male,510000,Rabun Used Car Sales,Oldsmobile,Alero,17000,4,150,20,30,26,N/A,regular unleaded,Overhead Camshaft,Manual,Black,85257-3102,SUV,7086437,Scottsdale
C_CND_017939,9/8/2023,Justine,Female,467500,Pitre Buick-Pontiac-Gmc of Scottsdale,Lexus,LS400,69501,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,Overhead Camshaft,Manual,Black,99301-3882,Sedan,6284429,Pasco
C_CND_017940,9/8/2023,Mikael,Female,630000,Progressive Shippers Cooperative Association No,Volvo,C70,82001,4,114,19,26,870,Luxury,regular unleaded,Overhead Camshaft,Manual,Red,53546-9427,Hatchback,8041978,Janesville
C_CND_017941,9/8/2023,Jeanne,Male,1630000,Rabun Used Car Sales,Saturn,LW,49001,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Red,85257-3102,Hatchback,8359531,Scottsdale
C_CND_017942,9/8/2023,Sophia,Male,800000,McKinney Dodge Chrysler Jeep,Chevrolet,Malibu,41000,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,SUV,8817737,Scottsdale
C_CND_017943,9/8/2023,Bapt,Female,13500,Ryder Truck Rental and Leasing,Cadillac,Catera,75001,8,200,14,20,1624,"Luxury,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Hatchback,8548171,Middletown
C_CND_017944,9/8/2023,Etienne,Male,1960000,Saab-Belle Dodge,Mitsubishi,3000GT,19001,6,218,17,23,436,"Hatchback,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,60504-7114,Sedan,6109919,Aurora
C_CND_017945,9/8/2023,Albane,Male,1470000,Scrivener Performance Engineering,Dodge,Ram Van,31001,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Red,38701-8047,Hatchback,8739096,Greenville
C_CND_017946,9/8/2023,Sophie,Male,13500,Star Enterprises Inc,Mercury,Grand Marquis,49001,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Black,99301-3882,SUV,6184671,Pasco
C_CND_017947,9/8/2023,Zoe,Male,13500,Chrysler of Tri-Cities,Cadillac,Escalade,38000,8,200,14,20,1624,"Luxury,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,99301-3882,Sedan,6181562,Pasco
C_CND_017948,9/8/2023,Zoey,Male,1414000,Chrysler Plymouth,Cadillac,Eldorado,85400,8,200,14,20,1624,"Luxury,Performance",regular unleaded,Overhead Camshaft,Manual,Black,53546-9427,Passenger,6914085,Janesville
C_CND_017949,9/8/2023,Aarav,Male,1815000,Classic Chevy,Dodge,Ram Van,60500,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Black,85257-3102,Hatchback,6620316,Scottsdale
C_CND_017950,9/8/2023,Aaron,Male,630000,Clay Johnson Auto Sales,Jaguar,S-Type,16000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Black,78758-7841,Passenger,7753941,Austin
C_CND_017951,9/8/2023,Aayan,Male,13500,Diehl Motor CO Inc,Lexus,LS400,69000,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,Overhead Camshaft,Manual,Black,06457-3834,Sedan,7381281,Middletown
C_CND_017952,9/8/2023,Abdul,Male,1870000,Enterprise Rent A Car,Dodge,Ram Wagon,16000,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),Overhead Camshaft,Manual,Pale White,60504-7114,Passenger,6466283,Aurora
C_CND_017953,9/8/2023,Abdullah,Male,1785000,Gartner Buick Hyundai Saab,Toyota,Camry,31501,6,270,17,23,2031,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,38701-8047,Hatchback,7779004,Greenville
C_CND_017954,9/8/2023,Adam,Male,330000,Hatfield Volkswagen,Cadillac,Escalade,34001,8,200,14,20,1624,"Luxury,Performance",regular unleaded,Overhead Camshaft,Manual,Black,99301-3882,Sedan,6776947,Pasco
C_CND_017955,9/8/2023,Aditya,Male,13500,Iceberg Rentals,Jeep,Cherokee,14001,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Red,53546-9427,Sedan,6708213,Janesville
C_CND_017956,9/8/2023,Adrian,Male,13500,McKinney Dodge Chrysler Jeep,Ford,Expedition,22001,6,135,16,22,5657,N/A,regular unleaded,Overhead Camshaft,Manual,Red,85257-3102,SUV,7425278,Scottsdale
C_CND_017957,9/8/2023,Adyan,Male,1930000,Motor Vehicle Branch Office,Audi,A8,13001,6,172,16,22,3105,Luxury,regular unleaded,Overhead Camshaft,Manual,Red,78758-7841,Passenger,8319882,Austin
C_CND_017958,9/8/2023,Ahmed,Male,13500,Nebo Chevrolet,Cadillac,Eldorado,37001,8,200,14,20,1624,"Luxury,Performance",regular unleaded,Overhead Camshaft,Manual,Red,06457-3834,Passenger,7111570,Middletown
C_CND_017959,9/8/2023,Sanai,Male,1853000,Star Enterprises Inc,Lexus,RX300,18300,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,Overhead Camshaft,Manual,Black,99301-3882,SUV,7411119,Austin
C_CND_017960,9/8/2023,Aidan,Male,1035000,Pars Auto Sales,Dodge,Viper,25501,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Pale White,38701-8047,SUV,8339312,Greenville
C_CND_017961,9/8/2023,Sarah,Male,550000,Tri-State Mack Inc,Chrysler,Concorde,12000,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Black,85257-3102,SUV,7535941,Aurora
C_CND_017962,9/8/2023,Alan,Male,381000,Progressive Shippers Cooperative Association No,Acura,RL,17001,6,225,17,27,204,Luxury,premium unleaded (required),Overhead Camshaft,Manual,Pale White,53546-9427,SUV,6503988,Janesville
C_CND_017963,9/8/2023,Albert,Male,1040000,Rabun Used Car Sales,Honda,CR-V,22001,6,271,17,25,2202,"Crossover,Hatchback",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,85257-3102,SUV,8977258,Scottsdale
C_CND_017964,9/8/2023,Alex,Male,1419000,Race Car Help,Toyota,RAV4,28901,6,270,17,23,2031,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,78758-7841,Hatchback,6456812,Austin
C_CND_017965,9/8/2023,Savannah,Male,690000,Capitol KIA,Chevrolet,Malibu,57000,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,38701-8047,SUV,6392262,Austin
C_CND_017966,9/8/2023,Shayla,Male,1070000,Chrysler Plymouth,Nissan,Pathfinder,31000,4,115,26,36,2009,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,53546-9427,SUV,7722206,Middletown
C_CND_017967,9/8/2023,Allen,Male,850000,Scrivener Performance Engineering,Chevrolet,Corvette,46000,6,190,15,21,1385,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,38701-8047,SUV,8462072,Greenville
C_CND_017968,9/8/2023,Benjamin,Male,532000,Enterprise Rent A Car,BMW,328i,18000,6,300,19,28,3916,"Hatchback,Luxury",premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Black,60504-7114,Sedan,7533838,Aurora
C_CND_017969,9/8/2023,Benson,Male,13500,Gartner Buick Hyundai Saab,Volkswagen,Cabrio,16000,4,170,24,32,873,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,38701-8047,Sedan,6523886,Greenville
C_CND_017970,9/8/2023,Brandon,Male,1450000,Hatfield Volkswagen,Pontiac,Sunfire,18000,6,140,17,27,210,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,99301-3882,Sedan,7900213,Pasco
C_CND_017971,9/8/2023,Brayden,Male,13500,Iceberg Rentals,Oldsmobile,Silhouette,15000,4,150,20,30,26,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,53546-9427,Sedan,7208359,Janesville
C_CND_017972,9/8/2023,Brian,Male,13500,McKinney Dodge Chrysler Jeep,Volkswagen,GTI,25000,4,170,24,32,873,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,85257-3102,SUV,8211101,Scottsdale
C_CND_017973,9/8/2023,Bryan,Male,1340000,Motor Vehicle Branch Office,Plymouth,Prowler,16000,4,100,22,29,535,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,78758-7841,Hatchback,8841448,Austin
C_CND_017974,9/8/2023,Kaitlyn,Female,508000,Ryder Truck Rental and Leasing,Lexus,ES300,27000,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,SUV,7392443,Greenville
C_CND_017975,9/8/2023,Calvin,Male,1271000,New Castle Ford Lincoln Mercury,Mercedes-B,SLK230,33100,4,130,18,26,617,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,60504-7114,Hatchback,6544619,Aurora
C_CND_017976,9/8/2023,Cameron,Male,610000,Pars Auto Sales,BMW,323i,19000,6,300,19,28,3916,"Hatchback,Luxury",premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Red,38701-8047,Hatchback,6215611,Greenville
C_CND_017977,9/8/2023,Carson,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Jeep,Wrangler,23000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Pale White,99301-3882,Hatchback,8599188,Pasco
C_CND_017978,9/8/2023,Khloe,Male,715000,U-Haul CO,Ford,Ranger,18000,6,135,16,22,5657,N/A,regular unleaded,Overhead Camshaft,Manual,Black,78758-7841,SUV,8223840,Aurora
C_CND_017979,9/8/2023,Kyla,Male,13500,Race Car Help,Toyota,Tacoma,82000,6,270,17,23,2031,N/A,regular unleaded,Overhead Camshaft,Manual,Red,78758-7841,SUV,7373342,Janesville
C_CND_017980,9/8/2023,Chase,Male,665000,Race Car Help,Jeep,Wrangler,23000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Pale White,78758-7841,Hatchback,7076318,Austin
C_CND_017981,9/8/2023,Jazlyn,Male,645000,Tri-State Mack Inc,Honda,Passport,22000,6,271,17,25,2202,"Crossover,Hatchback",regular unleaded,Overhead Camshaft,Manual,Black,85257-3102,SUV,8168296,Aurora
C_CND_017982,9/8/2023,Christian,Male,13500,Saab-Belle Dodge,Volvo,S40,36000,4,114,19,26,870,Luxury,regular unleaded,Overhead Camshaft,Manual,Black,60504-7114,Sedan,8714550,Aurora
C_CND_017983,9/8/2023,Christopher,Male,706000,Scrivener Performance Engineering,Chevrolet,Corvette,25000,6,190,15,21,1385,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,38701-8047,SUV,8585403,Greenville
C_CND_017984,9/8/2023,Colin,Male,780000,Star Enterprises Inc,Pontiac,Grand Prix,42000,6,140,17,27,210,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,99301-3882,Passenger,8993952,Pasco
C_CND_017985,9/8/2023,Connor,Female,931000,Suburban Ford,Oldsmobile,Aurora,34000,4,150,20,30,26,N/A,regular unleaded,Overhead Camshaft,Manual,Red,53546-9427,Passenger,6528581,Janesville
C_CND_017986,9/8/2023,Damon,Male,601000,Tri-State Mack Inc,BMW,528i,25000,6,300,19,28,3916,"Hatchback,Luxury",premium unleaded (required),Overhead Camshaft,Manual,Red,85257-3102,SUV,6635585,Scottsdale
C_CND_017987,9/8/2023,Jazmin,Male,1005000,U-Haul CO,Chevrolet,Prizm,42500,6,190,15,21,1385,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,78758-7841,SUV,6627265,Greenville
C_CND_017988,9/8/2023,Darren,Male,805000,Progressive Shippers Cooperative Association No,Lexus,LS400,22000,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,53546-9427,Sedan,8494447,Janesville
C_CND_017989,9/8/2023,Preston,Male,585000,C & M Motors Inc,Volvo,C70,12000,4,114,19,26,870,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,60504-7114,Hatchback,7458234,Aurora
C_CND_017990,9/8/2023,Prince,Male,13500,Capitol KIA,Dodge,Ram Wagon,22000,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Black,38701-8047,Passenger,7025043,Greenville
C_CND_017991,9/8/2023,Quincy,Male,645000,Chrysler of Tri-Cities,Volvo,C70,36000,4,114,19,26,870,Luxury,regular unleaded,Overhead Camshaft,Manual,Black,99301-3882,Hatchback,8638092,Pasco
C_CND_017992,9/8/2023,Ricardo,Male,410000,Chrysler Plymouth,Ford,Explorer,42000,6,135,16,22,5657,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Hatchback,8551644,Janesville
C_CND_017993,9/8/2023,Richard,Male,550000,Classic Chevy,Plymouth,Prowler,16000,4,100,22,29,535,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,Hatchback,7992641,Scottsdale
C_CND_017994,9/8/2023,Robert,Male,470000,Clay Johnson Auto Sales,Subaru,Outback,49000,6,250,16,21,640,Crossover,premium unleaded (required),Overhead Camshaft,Manual,Red,78758-7841,SUV,6300081,Austin
C_CND_017995,9/8/2023,Rodney,Male,470000,Diehl Motor CO Inc,Honda,Accord,19000,6,271,17,25,2202,"Crossover,Hatchback",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Sedan,6383307,Middletown
C_CND_017996,9/8/2023,Ryan,Male,13500,Enterprise Rent A Car,BMW,328i,16000,6,300,19,28,3916,"Hatchback,Luxury",premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Black,60504-7114,Sedan,6225486,Aurora
C_CND_017997,9/8/2023,Samuel,Male,475000,Gartner Buick Hyundai Saab,Pontiac,Sunfire,43000,6,140,17,27,210,N/A,regular unleaded,Overhead Camshaft,Manual,Red,38701-8047,Sedan,6246925,Greenville
C_CND_017998,9/8/2023,Sean,Male,640000,Hatfield Volkswagen,Acura,TL,21000,6,225,17,27,204,Luxury,premium unleaded (required),Overhead Camshaft,Manual,Black,99301-3882,Hatchback,7457060,Pasco
C_CND_017999,9/8/2023,Sebastian,Male,1330000,Iceberg Rentals,Mitsubishi,Galant,42001,6,218,17,23,436,"Hatchback,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Passenger,8534973,Janesville
C_CND_018000,9/8/2023,Perel,Male,780000,Saab-Belle Dodge,Nissan,Pathfinder,69000,4,115,26,36,2009,N/A,regular unleaded,Overhead Camshaft,Manual,Black,60504-7114,SUV,6219654,Aurora
